,Title,Abstract
47,Developmental progression of DNA double-strand break repair deciphered by a single-allele resolution mutation classifier,"DNA double-strand breaks (DSBs) are repaired by a hierarchically regulated network of pathways. Factors influencing the choice of particular repair pathways, however remain poorly characterized. Here we develop an Integrated Classification Pipeline (ICP) to decompose and categorize CRISPR/Cas9 generated mutations on genomic target sites in complex multicellular insects. The ICP outputs graphic rank ordered classifications of mutant alleles to visualize discriminating DSB repair fingerprints generated from different target sites and alternative inheritance patterns of CRISPR components. We uncover highly reproducible lineage-specific mutation fingerprints in individual organisms and a developmental progression wherein Microhomology-Mediated End-Joining (MMEJ) or Insertion events predominate during early rapid mitotic cell cycles, switching to distinct subsets of Non-Homologous End-Joining (NHEJ) alleles, and then to Homology-Directed Repair (HDR)-based gene conversion. These repair signatures enable marker-free tracking of specific mutations in dynamic populations, including NHEJ and HDR events within the same samples, for in-depth analysis of diverse gene editing events."
48,Multi-omic integration of microbiome data for identifying disease-associated modules,"Multi-omic studies of the human gut microbiome are crucial for understanding its role in disease across multiple functional layers. Nevertheless, integrating and analyzing such complex datasets poses significant challenges. Most notably, current analysis methods often yield extensive lists of disease-associated features (e.g., species, pathways, or metabolites), without capturing the multi-layered structure of the data. Here, we address this challenge by introducing “MintTea”, an intermediate integration-based approach combining canonical correlation analysis extensions, consensus analysis, and an evaluation protocol. MintTea identifies “disease-associated multi-omic modules”, comprising features from multiple omics that shift in concord and that collectively associate with the disease. Applied to diverse cohorts, MintTea captures modules with high predictive power, significant cross-omic correlations, and alignment with known microbiome-disease associations. For example, analyzing samples from a metabolic syndrome study, MintTea identifies a module with serum glutamate- and TCA cycle-related metabolites, along with bacterial species linked to insulin resistance. In another dataset, MintTea identifies a module associated with late-stage colorectal cancer, including 
Peptostreptococcus
 and 
Gemella
 species and fecal amino acids, in line with these species’ metabolic activity and their coordinated gradual increase with cancer development. This work demonstrates the potential of advanced integration methods in generating systems-level, multifaceted hypotheses underlying microbiome-disease interactions."
49,The genetic architecture of multimodal human brain age,"The complex biological mechanisms underlying human brain aging remain incompletely understood. This study investigated the genetic architecture of three brain age gaps (BAG) derived from gray matter volume (GM-BAG), white matter microstructure (WM-BAG), and functional connectivity (FC-BAG). We identified sixteen genomic loci that reached genome-wide significance (P-value < 5×10
−8
). A gene-drug-disease network highlighted genes linked to GM-BAG for treating neurodegenerative and neuropsychiatric disorders and WM-BAG genes for cancer therapy. GM-BAG displayed the most pronounced heritability enrichment in genetic variants within conserved regions. Oligodendrocytes and astrocytes, but not neurons, exhibited notable heritability enrichment in WM and FC-BAG, respectively. Mendelian randomization identified potential causal effects of several chronic diseases on brain aging, such as type 2 diabetes on GM-BAG and AD on WM-BAG. Our results provide insights into the genetics of human brain aging, with clinical implications for potential lifestyle and therapeutic interventions. All results are publicly available at 
https://labs.loni.usc.edu/medicine
."
50,"Characterisation of 
Plasmodium vivax
 lactate dehydrogenase dynamics in 
P. vivax
 infections","Plasmodium vivax
 lactate dehydrogenase (PvLDH) is an essential enzyme in the glycolytic pathway of 
P. vivax
. It is widely used as a diagnostic biomarker and a measure of total-body parasite biomass in vivax malaria. However, the dynamics of PvLDH remains poorly understood. Here, we developed mathematical models that capture parasite and matrix PvLDH dynamics in ex vivo culture and the human host. We estimated key biological parameters characterising in vivo PvLDH dynamics based on longitudinal data of parasitemia and PvLDH concentration collected from 
P. vivax
-infected humans, with the estimates informed by the ex vivo data as prior knowledge in a Bayesian hierarchical framework. We found that the in vivo accumulation rate of intraerythrocytic PvLDH peaks at 10–20 h post-invasion (late ring stage) with a median estimate of intraerythrocytic PvLDH mass at the end of the life cycle to be 9.4 × 10
−3
ng. We also found that the median estimate of in vivo PvLDH half-life was approximately 21.9 h. Our findings provide a foundation with which to advance our quantitative understanding of 
P. vivax
 biology and will facilitate the improvement of PvLDH-based diagnostic tools."
51,InPACT: a computational method for accurate characterization of intronic polyadenylation from RNA sequencing data,"Alternative polyadenylation can occur in introns, termed intronic polyadenylation (IPA), has been implicated in diverse biological processes and diseases, as it can produce noncoding transcripts or transcripts with truncated coding regions. However, a reliable method is required to accurately characterize IPA. Here, we propose a computational method called InPACT, which allows for the precise characterization of IPA from conventional RNA-seq data. InPACT successfully identifies numerous previously unannotated IPA transcripts in human cells, many of which are translated, as evidenced by ribosome profiling data. We have demonstrated that InPACT outperforms other methods in terms of IPA identification and quantification. Moreover, InPACT applied to monocyte activation reveals temporally coordinated IPA events. Further application on single-cell RNA-seq data of human fetal bone marrow reveals the expression of several IPA isoforms in a context-specific manner. Therefore, InPACT represents a powerful tool for the accurate characterization of IPA from RNA-seq data."
52,Predicting nuclear G-quadruplex RNA-binding proteins with roles in transcription and phase separation,"RNA-binding proteins are central for many biological processes and their characterization has demonstrated a broad range of functions as well as a wide spectrum of target structures. RNA G-quadruplexes are important regulatory elements occurring in both coding and non-coding transcripts, yet our knowledge of their structure-based interactions is at present limited. Here, using theoretical predictions and experimental approaches, we show that many chromatin-binding proteins bind to RNA G-quadruplexes, and we classify them based on their RNA G-quadruplex-binding potential. Combining experimental identification of nuclear RNA G-quadruplex-binding proteins with computational approaches, we build a prediction tool that assigns probability score for a nuclear protein to bind RNA G-quadruplexes. We show that predicted G-quadruplex RNA-binding proteins exhibit a high degree of protein disorder and hydrophilicity and suggest involvement in both transcription and phase-separation into membrane-less organelles. Finally, we present the G4-Folded/UNfolded Nuclear Interaction Explorer System (G4-FUNNIES) for estimating RNA G4-binding propensities at 
http://service.tartaglialab.com/new_submission/G4FUNNIES
."
53,Endothelial gene regulatory elements associated with cardiopharyngeal lineage differentiation,"Endothelial cells (EC) differentiate from multiple sources, including the cardiopharyngeal mesoderm, which gives rise also to cardiac and branchiomeric muscles. The enhancers activated during endothelial differentiation within the cardiopharyngeal mesoderm are not completely known. Here, we use a cardiogenic mesoderm differentiation model that activates an endothelial transcription program to identify endothelial regulatory elements activated in early cardiogenic mesoderm. Integrating chromatin remodeling and gene expression data with available single-cell RNA-seq data from mouse embryos, we identify 101 putative regulatory elements of EC genes. We then apply a machine-learning strategy, trained on validated enhancers, to predict enhancers. Using this computational assay, we determine that 50% of these sequences are likely enhancers, some of which are already reported. We also identify a smaller set of regulatory elements of well-known EC genes and validate them using genetic and epigenetic perturbation. Finally, we integrate multiple data sources and computational tools to search for transcriptional factor binding motifs. In conclusion, we show EC regulatory sequences with a high likelihood to be enhancers, and we validate a subset of them using computational and cell culture models. Motif analyses show that the core EC transcription factors GATA/ETS/FOS is a likely driver of EC regulation in cardiopharyngeal mesoderm."
54,SQANTI3: curation of long-read transcriptomes for accurate identification of known and novel isoforms,"SQANTI3 is a tool designed for the quality control, curation and annotation of long-read transcript models obtained with third-generation sequencing technologies. Leveraging its annotation framework, SQANTI3 calculates quality descriptors of transcript models, junctions and transcript ends. With this information, potential artifacts can be identified and replaced with reliable sequences. Furthermore, the integrated functional annotation feature enables subsequent functional iso-transcriptomics analyses."
55,SpatialData: an open and universal data framework for spatial omics,"Spatially resolved omics technologies are transforming our understanding of biological tissues. However, the handling of uni- and multimodal spatial omics datasets remains a challenge owing to large data volumes, heterogeneity of data types and the lack of flexible, spatially aware data structures. Here we introduce SpatialData, a framework that establishes a unified and extensible multiplatform file-format, lazy representation of larger-than-memory data, transformations and alignment to common coordinate systems. SpatialData facilitates spatial annotations and cross-modal aggregation and analysis, the utility of which is illustrated in the context of multiple vignettes, including integrative analysis on a multimodal Xenium and Visium breast cancer study."
56,Allele-specific transcriptional effects of subclonal copy number alterations enable genotype-phenotype mapping in cancer cells,"Subclonal copy number alterations are a prevalent feature in tumors with high chromosomal instability and result in heterogeneous cancer cell populations with distinct phenotypes. However, the extent to which subclonal copy number alterations contribute to clone-specific phenotypes remains poorly understood. We develop TreeAlign, which computationally integrates independently sampled single-cell DNA and RNA sequencing data from the same cell population. TreeAlign accurately encodes dosage effects from subclonal copy number alterations, the impact of allelic imbalance on allele-specific transcription, and obviates the need to define genotypic clones from a phylogeny a priori, leading to highly granular definitions of clones with distinct expression programs. These improvements enable clone-clone gene expression comparisons with higher resolution and identification of expression programs that are genomically independent. Our approach sets the stage for dissecting the relative contribution of fixed genomic alterations and dynamic epigenetic processes on gene expression programs in cancer."
57,"Strong positive selection biases identity-by-descent-based inferences of recent demography and population structure in 
Plasmodium falciparum","Malaria genomic surveillance often estimates parasite genetic relatedness using metrics such as Identity-By-Decent (IBD), yet strong positive selection stemming from antimalarial drug resistance or other interventions may bias IBD-based estimates. In this study, we use simulations, a true IBD inference algorithm, and empirical data sets from different malaria transmission settings to investigate the extent of this bias and explore potential correction strategies. We analyze whole genome sequence data generated from 640 new and 3089 publicly available 
Plasmodium falciparum
 clinical isolates. We demonstrate that positive selection distorts IBD distributions, leading to underestimated effective population size and blurred population structure. Additionally, we discover that the removal of IBD peak regions partially restores the accuracy of IBD-based inferences, with this effect contingent on the population’s background genetic relatedness and extent of inbreeding. Consequently, we advocate for selection correction for parasite populations undergoing strong, recent positive selection, particularly in high malaria transmission settings."
58,"Balancing competing effects of tissue growth and cytoskeletal regulation during 
Drosophila
 wing disc development","How a developing organ robustly coordinates the cellular mechanics and growth to reach a final size and shape remains poorly understood. Through iterations between experiments and model simulations that include a mechanistic description of interkinetic nuclear migration, we show that the local curvature, height, and nuclear positioning of cells in the 
Drosophila
 wing imaginal disc are defined by the concurrent patterning of actomyosin contractility, cell-ECM adhesion, ECM stiffness, and interfacial membrane tension. We show that increasing cell proliferation via different growth-promoting pathways results in two distinct phenotypes. Triggering proliferation through insulin signaling increases basal curvature, but an increase in growth through Dpp signaling and Myc causes tissue flattening. These distinct phenotypic outcomes arise from differences in how each growth pathway regulates the cellular cytoskeleton, including contractility and cell-ECM adhesion. The coupled regulation of proliferation and cytoskeletal regulators is a general strategy to meet the multiple context-dependent criteria defining tissue morphogenesis."
59,scPROTEIN: a versatile deep graph contrastive learning framework for single-cell proteomics embedding,"Single-cell proteomics sequencing technology sheds light on protein–protein interactions, posttranslational modifications and proteoform dynamics in the cell. However, the uncertainty estimation for peptide quantification, data missingness, batch effects and high noise hinder the analysis of single-cell proteomic data. It is important to solve this set of tangled problems together, but the existing methods tailored for single-cell transcriptomes cannot fully address this task. Here we propose a versatile framework designed for single-cell proteomics data analysis called scPROTEIN, which consists of peptide uncertainty estimation based on a multitask heteroscedastic regression model and cell embedding generation based on graph contrastive learning. scPROTEIN can estimate the uncertainty of peptide quantification, denoise protein data, remove batch effects and encode single-cell proteomic-specific embeddings in a unified framework. We demonstrate that scPROTEIN is efficient for cell clustering, batch correction, cell type annotation, clinical analysis and spatially resolved proteomic data exploration."
60,Tradeoffs in alignment and assembly-based methods for structural variant detection with long-read sequencing data,"Long-read sequencing offers long contiguous DNA fragments, facilitating diploid genome assembly and structural variant (SV) detection. Efficient and robust algorithms for SV identification are crucial with increasing data availability. Alignment-based methods, favored for their computational efficiency and lower coverage requirements, are prominent. Alternative approaches, relying solely on available reads for de novo genome assembly and employing assembly-based tools for SV detection via comparison to a reference genome, demand significantly more computational resources. However, the lack of comprehensive benchmarking constrains our comprehension and hampers further algorithm development. Here we systematically compare 14 read alignment-based SV calling methods (including 4 deep learning-based methods and 1 hybrid method), and 4 assembly-based SV calling methods, alongside 4 upstream aligners and 7 assemblers. Assembly-based tools excel in detecting large SVs, especially insertions, and exhibit robustness to evaluation parameter changes and coverage fluctuations. Conversely, alignment-based tools demonstrate superior genotyping accuracy at low sequencing coverage (5-10×) and excel in detecting complex SVs, like translocations, inversions, and duplications. Our evaluation provides performance insights, highlighting the absence of a universally superior tool. We furnish guidelines across 31 criteria combinations, aiding users in selecting the most suitable tools for diverse scenarios and offering directions for further method development."
61,Prediction of glycopeptide fragment mass spectra by deep learning,"Deep learning has achieved a notable success in mass spectrometry-based proteomics and is now emerging in glycoproteomics. While various deep learning models can predict fragment mass spectra of peptides with good accuracy, they cannot cope with the non-linear glycan structure in an intact glycopeptide. Herein, we present DeepGlyco, a deep learning-based approach for the prediction of fragment spectra of intact glycopeptides. Our model adopts tree-structured long-short term memory networks to process the glycan moiety and a graph neural network architecture to incorporate potential fragmentation pathways of a specific glycan structure. This feature is beneficial to model explainability and differentiation ability of glycan structural isomers. We further demonstrate that predicted spectral libraries can be used for data-independent acquisition glycoproteomics as a supplement for library completeness. We expect that this work will provide a valuable deep learning resource for glycoproteomics."
62,The bone ecosystem facilitates multiple myeloma relapse and the evolution of heterogeneous drug resistant disease,"Multiple myeloma (MM) is an osteolytic malignancy that is incurable due to the emergence of treatment resistant disease. Defining how, when and where myeloma cell intrinsic and extrinsic bone microenvironmental mechanisms cause relapse is challenging with current biological approaches. Here, we report a biology-driven spatiotemporal hybrid agent-based model of the MM-bone microenvironment. Results indicate MM intrinsic mechanisms drive the evolution of treatment resistant disease but that the protective effects of bone microenvironment mediated drug resistance (EMDR) significantly enhances the probability and heterogeneity of resistant clones arising under treatment. Further, the model predicts that targeting of EMDR deepens therapy response by eliminating sensitive clones proximal to stroma and bone, a finding supported by in vivo studies. Altogether, our model allows for the study of MM clonal evolution over time in the bone microenvironment and will be beneficial for optimizing treatment efficacy so as to significantly delay disease relapse."
63,Accurate and rapid antibiotic susceptibility testing using a machine learning-assisted nanomotion technology platform,"Antimicrobial resistance (AMR) is a major public health threat, reducing treatment options for infected patients. AMR is promoted by a lack of access to rapid antibiotic susceptibility tests (ASTs). Accelerated ASTs can identify effective antibiotics for treatment in a timely and informed manner. We describe a rapid growth-independent phenotypic AST that uses a nanomotion technology platform to measure bacterial vibrations. Machine learning techniques are applied to analyze a large dataset encompassing 2762 individual nanomotion recordings from 1180 spiked positive blood culture samples covering 364 
Escherichia coli
 and 
Klebsiella pneumoniae
 isolates exposed to cephalosporins and fluoroquinolones. The training performances of the different classification models achieve between 90.5 and 100% accuracy. Independent testing of the AST on 223 strains, including in clinical setting, correctly predict susceptibility and resistance with accuracies between 89.5% and 98.9%. The study shows the potential of this nanomotion platform for future bacterial phenotype delineation."
64,Data-driven prediction of colonization outcomes for complex microbial communities,"Microbial interactions can lead to different colonization outcomes of exogenous species, be they pathogenic or beneficial in nature. Predicting the colonization of exogenous species in complex communities remains a fundamental challenge in microbial ecology, mainly due to our limited knowledge of the diverse mechanisms governing microbial dynamics. Here, we propose a data-driven approach independent of any dynamics model to predict colonization outcomes of exogenous species from the baseline compositions of microbial communities. We systematically validate this approach using synthetic data, finding that machine learning models can predict not only the binary colonization outcome but also the post-invasion steady-state abundance of the invading species. Then we conduct colonization experiments for commensal gut bacteria species 
Enterococcus faecium
 and 
Akkermansia muciniphila
 in hundreds of human stool-derived in vitro microbial communities, confirming that the data-driven approaches can predict the colonization outcomes in experiments. Furthermore, we find that while most resident species are predicted to have a weak negative impact on the colonization of exogenous species, strongly interacting species could significantly alter the colonization outcomes, e.g., 
Enterococcus faecalis
 inhibits the invasion of 
E. faecium
 invasion. The presented results suggest that the data-driven approaches are powerful tools to inform the ecology and management of microbial communities."
65,Benchmarking spatial clustering methods with spatially resolved transcriptomics data,"Spatial clustering, which shares an analogy with single-cell clustering, has expanded the scope of tissue physiology studies from cell-centroid to structure-centroid with spatially resolved transcriptomics (SRT) data. Computational methods have undergone remarkable development in recent years, but a comprehensive benchmark study is still lacking. Here we present a benchmark study of 13 computational methods on 34 SRT data (7 datasets). The performance was evaluated on the basis of accuracy, spatial continuity, marker genes detection, scalability, and robustness. We found existing methods were complementary in terms of their performance and functionality, and we provide guidance for selecting appropriate methods for given scenarios. On testing additional 22 challenging datasets, we identified challenges in identifying noncontinuous spatial domains and limitations of existing methods, highlighting their inadequacies in handling recent large-scale tasks. Furthermore, with 145 simulated data, we examined the robustness of these methods against four different factors, and assessed the impact of pre- and postprocessing approaches. Our study offers a comprehensive evaluation of existing spatial clustering methods with SRT data, paving the way for future advancements in this rapidly evolving field."
66,Local prediction-learning in high-dimensional spaces enables neural networks to plan,"Planning and problem solving are cornerstones of higher brain function. But we do not know how the brain does that. We show that learning of a suitable cognitive map of the problem space suffices. Furthermore, this can be reduced to learning to predict the next observation through local synaptic plasticity. Importantly, the resulting cognitive map encodes relations between actions and observations, and its emergent high-dimensional geometry provides a sense of direction for reaching distant goals. This quasi-Euclidean sense of direction provides a simple heuristic for online planning that works almost as well as the best offline planning algorithms from AI. If the problem space is a physical space, this method automatically extracts structural regularities from the sequence of observations that it receives so that it can generalize to unseen parts. This speeds up learning of navigation in 2D mazes and the locomotion with complex actuator systems, such as legged bodies. The cognitive map learner that we propose does not require a teacher, similar to self-attention networks (Transformers). But in contrast to Transformers, it does not require backpropagation of errors or very large datasets for learning. Hence it provides a blue-print for future energy-efficient neuromorphic hardware that acquires advanced cognitive capabilities through autonomous on-chip learning."
67,A neural network-based model framework for cell-fate decisions and development,"Gene regulatory networks (GRNs) fulfill the essential function of maintaining the stability of cellular differentiation states by sustaining lineage-specific gene expression, while driving the progression of development. However, accounting for the relative stability of intermediate differentiation stages and their divergent trajectories remains a major challenge for models of developmental biology. Here, we develop an empirical data-based associative GRN model (AGRN) in which regulatory networks store multilineage stage-specific gene expression profiles as associative memory patterns. These networks are capable of responding to multiple instructive signals and, depending on signal timing and identity, can dynamically drive the differentiation of multipotent cells toward different cell state attractors. The AGRN dynamics can thus generate diverse lineage-committed cell populations in a robust yet flexible manner, providing an attractor-based explanation for signal-driven cell fate decisions during differentiation and offering a readily generalizable modelling tool that can be applied to a wide variety of cell specification systems."
68,Label-aware distance mitigates temporal and spatial variability for clustering and visualization of single-cell gene expression data,"Clustering and visualization are essential parts of single-cell gene expression data analysis. The Euclidean distance used in most distance-based methods is not optimal. The batch effect, i.e., the variability among samples gathered from different times, tissues, and patients, introduces large between-group distance and obscures the true identities of cells. To solve this problem, we introduce Label-Aware Distance (
Lad
), a metric using temporal/spatial locality of the batch effect to control for such factors. We validate 
Lad
 on simulated data as well as apply it to a mouse retina development dataset and a lung dataset. We also found the utility of our approach in understanding the progression of the Coronavirus Disease 2019 (COVID-19). 
Lad
 provides better cell embedding than state-of-the-art batch correction methods on longitudinal datasets. It can be used in distance-based clustering and visualization methods to combine the power of multiple samples to help make biological findings."
69,The landscape of immune checkpoint-related long non-coding RNAs core regulatory circuitry reveals implications for immunoregulation and immunotherapy responses,"Long non-coding RNAs (lncRNAs) could modulate expression of immune checkpoints (ICPs) by cooperating with immunity genes in tumor immunization. However, precise functions in immunity and potential for predicting ICP inhibitors (ICI) response have been described for only a few lncRNAs. Here we present an integrated framework that leverages network-based analyses and Bayesian network inference to identify the regulated relationships including lncRNA, ICP and immunity genes as ICP-related LncRNAs mediated Core Regulatory Circuitry Triplets (ICP-LncCRCTs) that can make robust predictions. Hub ICP-related lncRNAs such as MIR155HG and ADAMTS9-AS2 were highlighted to play central roles in immune regulation. Specific ICP-related lncRNAs could distinguish cancer subtypes. Moreover, the ICP-related lncRNAs are likely to significantly correlated with immune cell infiltration, MHC, CYT. Some ICP-LncCRCTs such as CXCL10-MIR155HG-ICOS could better predict one-, three- and five-year prognosis compared to single molecule in melanoma. We also validated that some ICP-LncCRCTs could effectively predict ICI-response using three kinds of machine learning algorithms follow five independent datasets. Specially, combining ICP-LncCRCTs with the tumor mutation burden (TMB) improves the prediction of ICI-treated melanoma patients. Altogether, this study will improve our grasp of lncRNA functions and accelerating discovery of lncRNA-based biomarkers in ICI treatment."
70,Classification of likely functional class for ligand binding sites identified from fragment screening,"Fragment screening is used to identify binding sites and leads in drug discovery, but it is often unclear which binding sites are functionally important. Here, data from 37 experiments, and 1309 protein structures binding to 1601 ligands were analysed. A method to group ligands by binding sites is introduced and sites clustered according to profiles of relative solvent accessibility. This identified 293 unique ligand binding sites, grouped into four clusters (C1-4). C1 includes larger, buried, conserved, and population missense-depleted sites, enriched in known functional sites. C4 comprises smaller, accessible, divergent, missense-enriched sites, depleted in functional sites. A site in C1 is 28 times more likely to be functional than one in C4. Seventeen sites, which to the best of our knowledge are novel, in 13 proteins are identified as likely to be functionally important with examples from human tenascin and 5-aminolevulinate synthase highlighted. A multi-layer perceptron, and 
K
-nearest neighbours model are presented to predict cluster labels for ligand binding sites with an accuracy of 96% and 100%, respectively, so allowing functional classification of sites for proteins not in this set. Our findings will be of interest to those studying protein-ligand interactions and developing new drugs or function modulators."
71,OrgaSegment: deep-learning based organoid segmentation to quantify CFTR dependent fluid secretion,"Epithelial ion and fluid transport studies in patient-derived organoids (PDOs) are increasingly being used for preclinical studies, drug development and precision medicine applications. Epithelial fluid transport properties in PDOs can be measured through visual changes in organoid (lumen) size. Such organoid phenotypes have been highly instrumental for the studying of diseases, including cystic fibrosis (CF), which is characterized by genetic mutations of the CF transmembrane conductance regulator (CFTR) ion channel. Here we present OrgaSegment, a MASK-RCNN based deep-learning segmentation model allowing for the segmentation of individual intestinal PDO structures from bright-field images. OrgaSegment recognizes spherical structures in addition to the oddly-shaped organoids that are a hallmark of CF organoids and can be used in organoid swelling assays, including the new drug-induced swelling assay that we show here. OrgaSegment enabled easy quantification of organoid swelling and could discriminate between organoids with different CFTR mutations, as well as measure responses to CFTR modulating drugs. The easy-to-apply label-free segmentation tool can help to study CFTR-based fluid secretion and possibly other epithelial ion transport mechanisms in organoids."
72,Charting cellular differentiation trajectories with Ricci flow,"Complex biological processes, such as cellular differentiation, require intricate rewiring of intra-cellular signalling networks. Previous characterisations revealed a raised network entropy underlies less differentiated and malignant cell states. A connection between entropy and Ricci curvature led to applications of discrete curvatures to biological networks. However, predicting dynamic biological network rewiring remains an open problem. Here we apply Ricci curvature and Ricci flow to biological network rewiring. By investigating the relationship between network entropy and Forman-Ricci curvature, theoretically and empirically on single-cell RNA-sequencing data, we demonstrate that the two measures do not always positively correlate, as previously suggested, and provide complementary rather than interchangeable information. We next employ Ricci flow to derive network rewiring trajectories from stem cells to differentiated cells, accurately predicting true intermediate time points in gene expression time courses. In summary, we present a differential geometry toolkit for understanding dynamic network rewiring during cellular differentiation and cancer."
73,The decline of the 2022 Italian mpox epidemic: Role of behavior changes and control strategies,"In 2022, a global outbreak of mpox occurred, predominantly impacting men who have sex with men (MSM). The rapid decline of this epidemic is yet to be fully understood. We investigated the Italian outbreak by means of an individual-based mathematical model calibrated to surveillance data. The model accounts for transmission within the MSM sexual contact network, in recreational and sex clubs attended by MSM, and in households. We indicate a strong spontaneous reduction in sexual transmission (61-87%) in affected MSM communities as the possible driving factor for the rapid decline in cases. The MSM sexual contact network was the main responsible for transmission (about 80%), with clubs and households contributing residually. Contact tracing prevented about half of the potential cases, and a higher success rate in tracing contacts could significantly amplify its effectiveness. Notably, immunizing the 23% of MSM with the highest sexual activity (10 or more partners per year) could completely prevent new mpox resurgences. This research underscores the importance of augmenting contact tracing, targeted immunization campaigns of high-risk groups, and fostering reactive behavioral changes as key strategies to manage and prevent the spread of emerging sexually transmitted pathogens like mpox within the MSM community."
74,Structure-based prediction and characterization of photo-crosslinking in native protein–RNA complexes,"UV-crosslinking of protein and RNA in direct contacts has been widely used to study protein-RNA complexes while our understanding of the photo-crosslinking mechanisms remains poor. This knowledge gap is due to the challenge of precisely mapping the crosslink sites in protein and RNA simultaneously in their native sequence and structural contexts. Here we systematically analyze protein-RNA interactions and photo-crosslinking by bridging crosslinked nucleotides and amino acids mapped using different assays with protein-RNA complex structures. We developed a computational method PxR3D-map which reliably predicts crosslink sites using structural information characterizing protein-RNA interaction interfaces. Analysis of the informative features revealed that photo-crosslinking is facilitated by base stacking with not only aromatic residues, but also dipeptide bonds that involve glycine, and distinct mechanisms are utilized by different RNA-binding domains. Our work suggests protein-RNA photo-crosslinking is highly selective in the cellular environment, which can guide data interpretation and further technology development for UV-crosslinking-based assays."
75,Cell type signatures in cell-free DNA fragmentation profiles reveal disease biology,"Circulating cell-free DNA (cfDNA) fragments have characteristics that are specific to the cell types that release them. Current methods for cfDNA deconvolution typically use disease tailored marker selection in a limited number of bulk tissues or cell lines. Here, we utilize single cell transcriptome data as a comprehensive cellular reference set for disease-agnostic cfDNA cell-of-origin analysis. We correlate cfDNA-inferred nucleosome spacing with gene expression to rank the relative contribution of over 490 cell types to plasma cfDNA. In 744 healthy individuals and patients, we uncover cell type signatures in support of emerging disease paradigms in oncology and prenatal care. We train predictive models that can differentiate patients with colorectal cancer (84.7%), early-stage breast cancer (90.1%), multiple myeloma (AUC 95.0%), and preeclampsia (88.3%) from matched controls. Importantly, our approach performs well in ultra-low coverage cfDNA datasets and can be readily transferred to diverse clinical settings for the expansion of liquid biopsy."
76,Systematic review and meta-analysis for a Global Patient co-Owned Cloud (GPOC),"Cloud-based personal health records increase globally. The GPOC series introduces the concept of a Global Patient co-Owned Cloud (GPOC) of personal health records. Here, we present the GPOC series’ Prospective Register of Systematic Reviews (PROSPERO) registered and Preferred Reporting Items Systematic and Meta-Analyses (PRISMA)-guided systematic review and meta-analysis. It examines cloud-based personal health records and factors such as data security, efficiency, privacy and cost-based measures. It is a meta-analysis of twelve relevant axes encompassing performance, cryptography and parameters based on efficiency (runtimes, key generation times), security (access policies, encryption, decryption) and cost (gas). This aims to generate a basis for further research, a GPOC sandbox model, and a possible construction of a global platform. This area lacks standard and shows marked heterogeneity. A consensus within this field would be beneficial to the development of a GPOC. A GPOC could spark the development and global dissemination of artificial intelligence in healthcare."
77,BASALT refines binning from metagenomic data and increases resolution of genome-resolved metagenomic analysis,"Metagenomic binning is an essential technique for genome-resolved characterization of uncultured microorganisms in various ecosystems but hampered by the low efficiency of binning tools in adequately recovering metagenome-assembled genomes (MAGs). Here, we introduce BASALT (
B
inning 
A
cross a 
S
eries of 
A
ssemb
l
ies 
T
oolkit) for binning and refinement of short- and long-read sequencing data. BASALT employs multiple binners with multiple thresholds to produce initial bins, then utilizes neural networks to identify core sequences to remove redundant bins and refine non-redundant bins. Using the same assemblies generated from Critical Assessment of Metagenome Interpretation (CAMI) datasets, BASALT produces up to twice as many MAGs as VAMB, DASTool, or metaWRAP. Processing assemblies from a lake sediment dataset, BASALT produces ~30% more MAGs than metaWRAP, including 21 unique class-level prokaryotic lineages. Functional annotations reveal that BASALT can retrieve 47.6% more non-redundant opening-reading frames than metaWRAP. These results highlight the robust handling of metagenomic sequencing data of BASALT."
78,Enabling large-scale screening of Barrett’s esophagus using weakly supervised deep learning in histopathology,"Timely detection of Barrett’s esophagus, the pre-malignant condition of esophageal adenocarcinoma, can improve patient survival rates. The Cytosponge-TFF3 test, a non-endoscopic minimally invasive procedure, has been used for diagnosing intestinal metaplasia in Barrett’s. However, it depends on pathologist’s assessment of two slides stained with H&E and the immunohistochemical biomarker TFF3. This resource-intensive clinical workflow limits large-scale screening in the at-risk population. To improve screening capacity, we propose a deep learning approach for detecting Barrett’s from routinely stained H&E slides. The approach solely relies on diagnostic labels, eliminating the need for expensive localized expert annotations. We train and independently validate our approach on two clinical trial datasets, totaling 1866 patients. We achieve 91.4% and 87.3% AUROCs on discovery and external test datasets for the H&E model, comparable to the TFF3 model. Our proposed semi-automated clinical workflow can reduce pathologists’ workload to 48% without sacrificing diagnostic performance, enabling pathologists to prioritize high risk cases."
