,Title,Abstract
87,Evaluation of the US COVID-19 Scenario Modeling Hub for informing pandemic response under uncertainty,"Our ability to forecast epidemics far into the future is constrained by the many complexities of disease systems. Realistic longer-term projections may, however, be possible under well-defined scenarios that specify the future state of critical epidemic drivers. Since December 2020, the U.S. COVID-19 Scenario Modeling Hub (SMH) has convened multiple modeling teams to make months ahead projections of SARS-CoV-2 burden, totaling nearly 1.8 million national and state-level projections. Here, we find SMH performance varied widely as a function of both scenario validity and model calibration. We show scenarios remained close to reality for 22 weeks on average before the arrival of unanticipated SARS-CoV-2 variants invalidated key assumptions. An ensemble of participating models that preserved variation between models (using the linear opinion pool method) was consistently more reliable than any single model in periods of valid scenario assumptions, while projection interval coverage was near target levels. SMH projections were used to guide pandemic response, illustrating the value of collaborative hubs for longer-term scenario projections."
88,Inferring mitochondrial and cytosolic metabolism by coupling isotope tracing and deconvolution,"The inability to inspect metabolic activities within distinct subcellular compartments has been a major barrier to our understanding of eukaryotic cell metabolism. Previous work addressed this challenge by analyzing metabolism in isolated organelles, which grossly bias metabolic activity. Here, we describe a method for inferring physiological metabolic fluxes and metabolite concentrations in mitochondria and cytosol based on isotope tracing experiments performed with intact cells. This is made possible by computational deconvolution of metabolite isotopic labeling patterns and concentrations into cytosolic and mitochondrial counterparts, coupled with metabolic and thermodynamic modelling. Our approach lowers the uncertainty regarding compartmentalized fluxes and concentrations by one and three orders of magnitude compared to existing modelling approaches, respectively. We derive a quantitative view of mitochondrial and cytosolic metabolic activities in central carbon metabolism across cultured cell lines without performing cell fractionation, finding major variability in compartmentalized malate-aspartate shuttle fluxes. We expect our approach for inferring metabolism at a subcellular resolution to be instrumental for a variety of studies of metabolic dysfunction in human disease and for bioengineering."
89,scReadSim: a single-cell RNA-seq and ATAC-seq read simulator,"Benchmarking single-cell RNA-seq (scRNA-seq) and single-cell Assay for Transposase-Accessible Chromatin using sequencing (scATAC-seq) computational tools demands simulators to generate realistic sequencing reads. However, none of the few read simulators aim to mimic real data. To fill this gap, we introduce scReadSim, a single-cell RNA-seq and ATAC-seq read simulator that allows user-specified ground truths and generates synthetic sequencing reads (in a FASTQ or BAM file) by mimicking real data. At both read-sequence and read-count levels, scReadSim mimics real scRNA-seq and scATAC-seq data. Moreover, scReadSim provides ground truths, including unique molecular identifier (UMI) counts for scRNA-seq and open chromatin regions for scATAC-seq. In particular, scReadSim allows users to design cell-type-specific ground-truth open chromatin regions for scATAC-seq data generation. In benchmark applications of scReadSim, we show that UMI-tools achieves the top accuracy in scRNA-seq UMI deduplication, and HMMRATAC and MACS3 achieve the top performance in scATAC-seq peak calling."
90,Genome-wide CRISPR off-target prediction and optimization using RNA-DNA interaction fingerprints,"The powerful CRISPR genome editing system is hindered by its off-target effects, and existing computational tools achieved limited performance in genome-wide off-target prediction due to the lack of deep understanding of the CRISPR molecular mechanism. In this study, we propose to incorporate molecular dynamics (MD) simulations in the computational analysis of CRISPR system, and present CRISOT, an integrated tool suite containing four related modules, i.e., CRISOT-FP, CRISOT-Score, CRISOT-Spec, CRISORT-Opti for RNA-DNA molecular interaction fingerprint generation, genome-wide CRISPR off-target prediction, sgRNA specificity evaluation and sgRNA optimization of Cas9 system respectively. Our comprehensive computational and experimental tests reveal that CRISOT outperforms existing tools with extensive in silico validations and proof-of-concept experimental validations. In addition, CRISOT shows potential in accurately predicting off-target effects of the base editors and prime editors, indicating that the derived RNA-DNA molecular interaction fingerprint captures the underlying mechanisms of RNA-DNA interaction among distinct CRISPR systems. Collectively, CRISOT provides an efficient and generalizable framework for genome-wide CRISPR off-target prediction, evaluation and sgRNA optimization for improved targeting specificity in CRISPR genome editing."
91,Integrative genome-wide analyses identify novel loci associated with kidney stones and provide insights into its genetic architecture,"Kidney stone disease (KSD) is a complex disorder with high heritability and prevalence. We performed a large genome-wide association study (GWAS) meta-analysis for KSD to date, including 720,199 individuals with 17,969 cases in European population. We identified 44 susceptibility loci, including 28 novel loci. Cell type-specific analysis pinpointed the proximal tubule as the most relevant cells where susceptibility variants might act through a tissue-specific fashion. By integrating kidney-specific omics data, we prioritized 223 genes which strengthened the importance of ion homeostasis, including calcium and magnesium in stone formation, and suggested potential target drugs for the treatment. The genitourinary and digestive diseases showed stronger genetic correlations with KSD. In this study, we generate an atlas of candidate genes, tissue and cell types involved in the formation of KSD. In addition, we provide potential drug targets for KSD treatment and insights into shared regulation with other diseases."
92,Direct-acting antiviral resistance of Hepatitis C virus is promoted by epistasis,"Direct-acting antiviral agents (DAAs) provide efficacious therapeutic treatments for chronic Hepatitis C virus (HCV) infection. However, emergence of drug resistance mutations (DRMs) can greatly affect treatment outcomes and impede virological cure. While multiple DRMs have been observed for all currently used DAAs, the evolutionary determinants of such mutations are not currently well understood. Here, by considering DAAs targeting the nonstructural 3 (NS3) protein of HCV, we present results suggesting that epistasis plays an important role in the evolution of DRMs. Employing a sequence-based fitness landscape model whose predictions correlate highly with experimental data, we identify specific DRMs that are associated with strong epistatic interactions, and these are found to be enriched in multiple NS3-specific DAAs. Evolutionary modelling further supports that the identified DRMs involve compensatory mutational interactions that facilitate relatively easy escape from drug-induced selection pressures. Our results indicate that accounting for epistasis is important for designing future HCV NS3-targeting DAAs."
93,Sequence-based prediction of the intrinsic solubility of peptides containing non-natural amino acids,"Non-natural amino acids are increasingly used as building blocks in the development of peptide-based drugs as they expand the available chemical space to tailor function, half-life and other key properties. However, while the chemical space of modified amino acids (mAAs) such as residues containing post-translational modifications (PTMs) is potentially vast, experimental methods for measuring the developability properties of mAA-containing peptides are expensive and time consuming. To facilitate developability programs through computational methods, we present CamSol-PTM, a method that enables the fast and reliable sequence-based prediction of the intrinsic solubility of mAA-containing peptides in aqueous solution at room temperature. From a computational screening of 50,000 mAA-containing variants of three peptides, we selected five different small-size mAAs for a total number of 37 peptide variants for experimental validation. We demonstrate the accuracy of the predictions by comparing the calculated and experimental solubility values. Our results indicate that the computational screening of mAA-containing peptides can extend by over four orders of magnitude the ability to explore the solubility chemical space of peptides and confirm that our method can accurately assess the solubility of peptides containing mAAs. This method is available as a web server at 
https://www-cohsoftware.ch.cam.ac.uk/index.php/camsolptm
."
94,ProRefiner: an entropy-based refining strategy for inverse protein folding with global graph attention,"Inverse Protein Folding (IPF) is an important task of protein design, which aims to design sequences compatible with a given backbone structure. Despite the prosperous development of algorithms for this task, existing methods tend to rely on noisy predicted residues located in the local neighborhood when generating sequences. To address this limitation, we propose an entropy-based residue selection method to remove noise in the input residue context. Additionally, we introduce ProRefiner, a memory-efficient global graph attention model to fully utilize the denoised context. Our proposed method achieves state-of-the-art performance on multiple sequence design benchmarks in different design settings. Furthermore, we demonstrate the applicability of ProRefiner in redesigning Transposon-associated transposase B, where six out of the 20 variants we propose exhibit improved gene editing activity."
95,Pan-cancer landscape of epigenetic factor expression predicts tumor outcome,"Oncogenic pathways that drive cancer progression reflect both genetic changes and epigenetic regulation. Here we stratified primary tumors from each of 24 TCGA adult cancer types based on the gene expression patterns of epigenetic factors (epifactors). The tumors for five cancer types (ACC, KIRC, LGG, LIHC, and LUAD) separated into two robust clusters that were better than grade or epithelial-to-mesenchymal transition in predicting clinical outcomes. The majority of epifactors that drove the clustering were also individually prognostic. A pan-cancer machine learning model deploying epifactor expression data for these five cancer types successfully separated the patients into poor and better outcome groups. Single-cell analysis of adult and pediatric tumors revealed that expression patterns associated with poor or worse outcomes were present in individual cells within tumors. Our study provides an epigenetic map of cancer types and lays a foundation for discovering pan-cancer targetable epifactors."
96,Improving resolution and resolvability of single-particle cryoEM structures using Gaussian mixture models,"Cryogenic electron microscopy is widely used in structural biology, but its resolution is often limited by the dynamics of the macromolecule. Here we developed a refinement protocol based on Gaussian mixture models that integrates particle orientation and conformation estimation and improves the alignment for flexible domains of protein structures. We demonstrated this protocol on multiple datasets, resulting in improved resolution and resolvability, locally and globally, by visual and quantitative measures."
97,Transcriptional responses of cancer cells to heat shock-inducing stimuli involve amplification of robust HSF1 binding,"Responses of cells to stimuli are increasingly discovered to involve the binding of sequence-specific transcription factors outside of known target genes. We wanted to determine to what extent the genome-wide binding and function of a transcription factor are shaped by the cell type versus the stimulus. To do so, we induced the Heat Shock Response pathway in two different cancer cell lines with two different stimuli and related the binding of its master regulator HSF1 to nascent RNA and chromatin accessibility. Here, we show that HSF1 binding patterns retain their identity between basal conditions and under different magnitudes of activation, so that common HSF1 binding is globally associated with distinct transcription outcomes. HSF1-induced increase in DNA accessibility was modest in scale, but occurred predominantly at remote genomic sites. Apart from regulating transcription at existing elements including promoters and enhancers, HSF1 binding amplified during responses to stimuli may engage inactive chromatin."
98,Simulation-guided engineering of split GFPs with efficient β-strand photodissociation,"Green fluorescent proteins (GFPs) are ubiquitous for protein tagging and live-cell imaging. Split-GFPs are widely used to study protein-protein interactions by fusing proteins of interest to split GFP fragments that create a fluorophore upon typically irreversible complementation. Thus, controlled dissociation of the fragments is desirable. Although we have found that split strands can be photodissociated, the quantum efficiency of light-induced photodissociation of split GFPs is low. Traditional protein engineering approaches to increase efficiency, including extensive mutagenesis and screening, have proved difficult to implement. To reduce the search space, key states in the dissociation process are modeled by combining classical and enhanced sampling molecular dynamics with QM/MM calculations, enabling the rational design and engineering of split GFPs with up to 20-fold faster photodissociation rates using non-intuitive amino acid changes. This demonstrates the feasibility of modeling complex molecular processes using state-of-the-art computational methods, and the potential of integrating computational methods to increase the success rate in protein engineering projects."
99,Gut microbial structural variation associates with immune checkpoint inhibitor response,"The gut microbiota may have an effect on the therapeutic resistance and toxicity of immune checkpoint inhibitors (ICIs). However, the associations between the highly variable genomes of gut bacteria and the effectiveness of ICIs remain unclear, despite the fact that merely a few gene mutations between similar bacterial strains may cause significant phenotypic variations. Here, using datasets from the gut microbiome of 996 patients from seven clinical trials, we systematically identify microbial genomic structural variants (SVs) using SGV-Finder. The associations between SVs and response, progression-free survival, overall survival, and immune-related adverse events are systematically explored by metagenome-wide association analysis and replicated in different cohorts. Associated SVs are located in multiple species, including 
Akkermansia muciniphila
, 
Dorea formicigenerans
, and 
Bacteroides caccae
. We find genes that encode enzymes that participate in glucose metabolism be harbored in these associated regions. This work uncovers a nascent layer of gut microbiome heterogeneity that is correlated with hosts’ prognosis following ICI treatment and represents an advance in our knowledge of the intricate relationships between microbiota and tumor immunotherapy."
100,Deep learning of human polyadenylation sites at nucleotide resolution reveals molecular determinants of site usage and relevance in disease,"The genomic distribution of cleavage and polyadenylation (polyA) sites should be co-evolutionally optimized with the local gene structure. Otherwise, spurious polyadenylation can cause premature transcription termination and generate aberrant proteins. To obtain mechanistic insights into polyA site optimization across the human genome, we develop deep/machine learning models to identify genome-wide putative polyA sites at unprecedented nucleotide-level resolution and calculate their strength and usage in the genomic context. Our models quantitatively measure position-specific motif importance and their crosstalk in polyA site formation and cleavage heterogeneity. The intronic site expression is governed by the surrounding splicing landscape. The usage of alternative polyA sites in terminal exons is modulated by their relative locations and distance to downstream genes. Finally, we apply our models to reveal thousands of disease- and trait-associated genetic variants altering polyadenylation activity. Altogether, our models represent a valuable resource to dissect molecular mechanisms mediating genome-wide polyA site expression and characterize their functional roles in human diseases."
101,Dimension-agnostic and granularity-based spatially variable gene identification using BSP,"Identifying spatially variable genes (SVGs) is critical in linking molecular cell functions with tissue phenotypes. Spatially resolved transcriptomics captures cellular-level gene expression with corresponding spatial coordinates in two or three dimensions and can be used to infer SVGs effectively. However, current computational methods may not achieve reliable results and often cannot handle three-dimensional spatial transcriptomic data. Here we introduce BSP (big-small patch), a non-parametric model by comparing gene expression pattens at two spatial granularities to identify SVGs from two or three-dimensional spatial transcriptomics data in a fast and robust manner. This method has been extensively tested in simulations, demonstrating superior accuracy, robustness, and high efficiency. BSP is further validated by substantiated biological discoveries in cancer, neural science, rheumatoid arthritis, and kidney studies with various types of spatial transcriptomics technologies."
102,Functional annotation of enzyme-encoding genes using deep learning with transformer layers,"Functional annotation of open reading frames in microbial genomes remains substantially incomplete. Enzymes constitute the most prevalent functional gene class in microbial genomes and can be described by their specific catalytic functions using the Enzyme Commission (EC) number. Consequently, the ability to predict EC numbers could substantially reduce the number of un-annotated genes. Here we present a deep learning model, DeepECtransformer, which utilizes transformer layers as a neural network architecture to predict EC numbers. Using the extensively studied 
Escherichia coli
 K-12 MG1655 genome, DeepECtransformer predicted EC numbers for 464 un-annotated genes. We experimentally validated the enzymatic activities predicted for three proteins (YgfF, YciO, and YjdM). Further examination of the neural network’s reasoning process revealed that the trained neural network relies on functional motifs of enzymes to predict EC numbers. Thus, DeepECtransformer is a method that facilitates the functional annotation of uncharacterized genes."
103,Deep learning and single-cell phenotyping for rapid antimicrobial susceptibility detection in Escherichia coli,"The rise of antimicrobial resistance (AMR) is one of the greatest public health challenges, already causing up to 1.2 million deaths annually and rising. Current culture-based turnaround times for bacterial identification in clinical samples and antimicrobial susceptibility testing (AST) are typically 18–24 h. We present a novel proof-of-concept methodological advance in susceptibility testing based on the deep-learning of single-cell specific morphological phenotypes directly associated with antimicrobial susceptibility in 
Escherichia coli
. Our models can reliably (80% single-cell accuracy) classify untreated and treated susceptible cells for a lab-reference fully susceptible 
E. coli
 strain, across four antibiotics (ciprofloxacin, gentamicin, rifampicin and co-amoxiclav). For ciprofloxacin, we demonstrate our models reveal significant (
p
 < 0.001) differences between bacterial cell populations affected and unaffected by antibiotic treatment, and show that given treatment with a fixed concentration of 10 mg/L over 30 min these phenotypic effects correlate with clinical susceptibility defined by established clinical breakpoints. Deploying our approach on cell populations from six 
E. coli
 strains obtained from human bloodstream infections with varying degrees of ciprofloxacin resistance and treated with a range of ciprofloxacin concentrations, we show single-cell phenotyping has the potential to provide equivalent information to growth-based AST assays, but in as little as 30 min."
104,Interactome profiling of Crimean-Congo hemorrhagic fever virus glycoproteins,"Crimean-Congo hemorrhagic fever virus (CCHFV) is a biosafety level-4 pathogen requiring urgent research and development efforts. The glycoproteins of CCHFV, Gn and Gc, are considered to play multiple roles in the viral life cycle by interactions with host cells; however, these interactions remain largely unclear to date. Here, we analyzed the cellular interactomes of CCHFV glycoproteins and identified 45 host proteins as high-confidence Gn/Gc interactors. These host molecules are involved in multiple cellular biological processes potentially associated with the physiological actions of the viral glycoproteins. Then, we elucidated the role of a representative cellular protein, HAX1. HAX1 interacts with Gn by its C-terminus, while its N-terminal region leads to mitochondrial localization. By the strong interaction, HAX1 sequestrates Gn to mitochondria, thus depriving Gn of its normal Golgi localization that is required for functional glycoprotein-mediated progeny virion packaging. Consistently, the inhibitory activity of HAX1 against viral packaging and hence propagation was further elucidated in the contexts of pseudotyped and authentic CCHFV infections in cellular and animal models. Together, the findings provide a systematic CCHFV Gn/Gc-cell protein-protein interaction map, but also unravel a HAX1/mitochondrion-associated host antiviral mechanism, which may facilitate further studies on CCHFV biology and therapeutic approaches."
105,Bio-friendly long-term subcellular dynamic recording by self-supervised image enhancement microscopy,"Fluorescence microscopy has become an indispensable tool for revealing the dynamic regulation of cells and organelles. However, stochastic noise inherently restricts optical interrogation quality and exacerbates observation fidelity when balancing the joint demands of high frame rate, long-term recording and low phototoxicity. Here we propose DeepSeMi, a self-supervised-learning-based denoising framework capable of increasing signal-to-noise ratio by over 12 dB across various conditions. With the introduction of newly designed eccentric blind-spot convolution filters, DeepSeMi effectively denoises images with no loss of spatiotemporal resolution. In combination with confocal microscopy, DeepSeMi allows for recording organelle interactions in four colors at high frame rates across tens of thousands of frames, monitoring migrasomes and retractosomes over a half day, and imaging ultra-phototoxicity-sensitive 
Dictyostelium
 cells over thousands of frames. Through comprehensive validations across various samples and instruments, we prove DeepSeMi to be a versatile and biocompatible tool for breaking the shot-noise limit."
106,High-fidelity 3D live-cell nanoscopy through data-driven enhanced super-resolution radial fluctuation,"Live-cell super-resolution microscopy enables the imaging of biological structure dynamics below the diffraction limit. Here we present enhanced super-resolution radial fluctuations (eSRRF), substantially improving image fidelity and resolution compared to the original SRRF method. eSRRF incorporates automated parameter optimization based on the data itself, giving insight into the trade-off between resolution and fidelity. We demonstrate eSRRF across a range of imaging modalities and biological systems. Notably, we extend eSRRF to three dimensions by combining it with multifocus microscopy. This realizes live-cell volumetric super-resolution imaging with an acquisition speed of ~1 volume per second. eSRRF provides an accessible super-resolution approach, maximizing information extraction across varied experimental conditions while minimizing artifacts. Its optimal parameter prediction strategy is generalizable, moving toward unbiased and optimized analyses in super-resolution microscopy."
107,"Unistrand piRNA clusters are an evolutionarily conserved mechanism to suppress endogenous retroviruses across the 
Drosophila
 genus","The PIWI-interacting RNA (piRNA) pathway prevents endogenous genomic parasites, i.e. transposable elements, from damaging the genetic material of animal gonadal cells. Specific regions in the genome, called piRNA clusters, are thought to define each species’ piRNA repertoire and therefore its capacity to recognize and silence specific transposon families. The unistrand cluster 
flamenco
 (
flam
) is essential in the somatic compartment of the 
Drosophila
 ovary to restrict 
Gypsy
-family transposons from infecting the neighbouring germ cells. Disruption of 
flam
 results in transposon de-repression and sterility, yet it remains unknown whether this silencing mechanism is present more widely. Here, we systematically characterise 119 
Drosophila
 species and identify five additional 
flam
-like clusters separated by up to 45 million years of evolution. Small RNA-sequencing validated these as bona-fide unistrand piRNA clusters expressed in somatic cells of the ovary, where they selectively target transposons of the 
Gypsy
 family. Together, our study provides compelling evidence of a widely conserved transposon silencing mechanism that co-evolved with virus-like 
Gypsy
-family transposons."
108,CLOOME: contrastive learning unlocks bioimaging databases for queries with chemical structures,"The field of bioimage analysis is currently impacted by a profound transformation, driven by the advancements in imaging technologies and artificial intelligence. The emergence of multi-modal AI systems could allow extracting and utilizing knowledge from bioimaging databases based on information from other data modalities. We leverage the multi-modal contrastive learning paradigm, which enables the embedding of both bioimages and chemical structures into a unified space by means of bioimage and molecular structure encoders. This common embedding space unlocks the possibility of querying bioimaging databases with chemical structures that induce different phenotypic effects. Concretely, in this work we show that a retrieval system based on multi-modal contrastive learning is capable of identifying the correct bioimage corresponding to a given chemical structure from a database of ~2000 candidate images with a top-1 accuracy >70 times higher than a random baseline. Additionally, the bioimage encoder demonstrates remarkable transferability to various further prediction tasks within the domain of drug discovery, such as activity prediction, molecule classification, and mechanism of action identification. Thus, our approach not only addresses the current limitations of bioimaging databases but also paves the way towards foundation models for microscopy images."
109,Cardiomyocyte-specific disruption of the circadian BMAL1–REV-ERBα/β regulatory network impacts distinct miRNA species in the murine heart,"Circadian disruption increases cardiovascular disease (CVD) risk, through poorly understood mechanisms. Given that small RNA species are critical modulators of cardiac physiology/pathology, we sought to determine the extent to which cardiomyocyte circadian clock (CCC) disruption impacts cardiac small RNA species. Accordingly, we collected hearts from cardiomyocyte-specific Bmal1 knockout (CBK; a model of CCC disruption) and littermate control (CON) mice at multiple times of the day, followed by small RNA-seq. The data reveal 47 differentially expressed miRNAs species in CBK hearts. Subsequent bioinformatic analyses predict that differentially expressed miRNA species in CBK hearts influence processes such as circadian rhythmicity, cellular signaling, and metabolism. Of the induced miRNAs in CBK hearts, 7 are predicted to be targeted by the transcriptional repressors REV-ERBα/β (integral circadian clock components that are directly regulated by BMAL1). Similar to CBK hearts, cardiomyocyte-specific Rev-erbα/β double knockout (CM-RevDKO) mouse hearts exhibit increased let-7c-1-3p, miR-23b-5p, miR-139-3p, miR-5123, and miR-7068-3p levels. Importantly, 19 putative targets of these 5 miRNAs are commonly repressed in CBK and CM-RevDKO heart (of which 16 are targeted by let-7c-1-3p). These observations suggest that disruption of the circadian BMAL1–REV-ERBα/β regulatory network in the heart induces distinct miRNAs, whose mRNA targets impact critical cellular functions."
110,Deep learning-based image analysis identifies a DAT-negative subpopulation of dopaminergic neurons in the lateral Substantia nigra,"Here we present a deep learning-based image analysis platform (DLAP), tailored to autonomously quantify cell numbers, and fluorescence signals within cellular compartments, derived from RNAscope or immunohistochemistry. We utilised DLAP to analyse subtypes of tyrosine hydroxylase (TH)-positive dopaminergic midbrain neurons in mouse and human brain-sections. These neurons modulate complex behaviour, and are differentially affected in Parkinson’s and other diseases. DLAP allows the analysis of large cell numbers, and facilitates the identification of small cellular subpopulations. Using DLAP, we identified a small subpopulation of TH-positive neurons (~5%), mainly located in the very lateral Substantia nigra (SN), that was immunofluorescence-negative for the plasmalemmal dopamine transporter (DAT), with ~40% smaller cell bodies. These neurons were negative for aldehyde dehydrogenase 1A1, with a lower co-expression rate for dopamine-D2-autoreceptors, but a ~7-fold higher likelihood of calbindin-d28k co-expression (~70%). These results have important implications, as DAT is crucial for dopamine signalling, and is commonly used as a marker for dopaminergic SN neurons."
111,Enhancing alphafold-multimer-based protein complex structure prediction with MULTICOM in CASP15,"To enhance the AlphaFold-Multimer-based protein complex structure prediction, we developed a quaternary structure prediction system (MULTICOM) to improve the input fed to AlphaFold-Multimer and evaluate and refine its outputs. MULTICOM samples diverse multiple sequence alignments (MSAs) and templates for AlphaFold-Multimer to generate structural predictions by using both traditional sequence alignments and Foldseek-based structure alignments, ranks structural predictions through multiple complementary metrics, and refines the structural predictions via a Foldseek structure alignment-based refinement method. The MULTICOM system with different implementations was blindly tested in the assembly structure prediction in the 15
th
 Critical Assessment of Techniques for Protein Structure Prediction (CASP15) in 2022 as both server and human predictors. MULTICOM_qa ranked 3
rd
 among 26 CASP15 server predictors and MULTICOM_human ranked 7
th
 among 87 CASP15 server and human predictors. The average TM-score of the first predictions submitted by MULTICOM_qa for CASP15 assembly targets is ~0.76, 5.3% higher than ~0.72 of the standard AlphaFold-Multimer. The average TM-score of the best of top 5 predictions submitted by MULTICOM_qa is ~0.80, about 8% higher than ~0.74 of the standard AlphaFold-Multimer. Moreover, the Foldseek Structure Alignment-based Multimer structure Generation (FSAMG) method outperforms the widely used sequence alignment-based multimer structure generation."
112,A statistical framework for differential pseudotime analysis with multiple single-cell RNA-seq samples,"Pseudotime analysis with single-cell RNA-sequencing (scRNA-seq) data has been widely used to study dynamic gene regulatory programs along continuous biological processes. While many methods have been developed to infer the pseudotemporal trajectories of cells within a biological sample, it remains a challenge to compare pseudotemporal patterns with multiple samples (or replicates) across different experimental conditions. Here, we introduce 
Lamian
, a comprehensive and statistically-rigorous computational framework for differential multi-sample pseudotime analysis. 
Lamian
 can be used to identify changes in a biological process associated with sample covariates, such as different biological conditions while adjusting for batch effects, and to detect changes in gene expression, cell density, and topology of a pseudotemporal trajectory. Unlike existing methods that ignore sample variability, 
Lamian
 draws statistical inference after accounting for cross-sample variability and hence substantially reduces sample-specific false discoveries that are not generalizable to new samples. Using both real scRNA-seq and simulation data, including an analysis of differential immune response programs between COVID-19 patients with different disease severity levels, we demonstrate the advantages of 
Lamian
 in decoding cellular gene expression programs in continuous biological processes."
113,Mining cancer genomes for change-of-metabolic-function mutations,"Enzymes with novel functions are needed to enable new organic synthesis techniques. Drawing inspiration from gain-of-function cancer mutations that functionally alter proteins and affect cellular metabolism, we developed METIS (
M
utated 
E
nzymes from 
T
umors 
I
n silico
 
S
creen). METIS identifies metabolism-altering cancer mutations using mutation recurrence rates and protein structure. We used METIS to screen 298,517 cancer mutations and identify 48 candidate mutations, including those previously identified to alter enzymatic function. Unbiased metabolomic profiling of cells exogenously expressing a candidate mutant (OGDHLp.A400T) supports an altered phenotype that boosts in vitro production of xanthosine, a pharmacologically useful chemical that is currently produced using unsustainable, water-intensive methods. We then applied METIS to 49 million cancer mutations, yielding a refined set of candidates that may impart novel enzymatic functions or contribute to tumor progression. Thus, METIS can be used to identify and catalog potentially-useful cancer mutations for green chemistry and therapeutic applications."
114,Leveraging information between multiple population groups and traits improves fine-mapping resolution,"Statistical fine-mapping helps to pinpoint likely causal variants underlying genetic association signals. Its resolution can be improved by (i) leveraging information between traits; and (ii) exploiting differences in linkage disequilibrium structure between diverse population groups. Using association summary statistics, MGflashfm jointly fine-maps signals from multiple traits and population groups; MGfm uses an analogous framework to analyse each trait separately. We also provide a practical approach to fine-mapping with out-of-sample reference panels. In simulation studies we show that MGflashfm and MGfm are well-calibrated and that the mean proportion of causal variants with PP > 0.80 is above 0.75 (MGflashfm) and 0.70 (MGfm). In our analysis of four lipids traits across five population groups, MGflashfm gives a median 99% credible set reduction of 10.5% over MGfm. MGflashfm and MGfm only require summary level data, making them very useful fine-mapping tools in consortia efforts where individual-level data cannot be shared."
115,Spatial-linked alignment tool (SLAT) for aligning heterogenous slices,"Spatially resolved omics technologies reveal the spatial organization of cells in various biological systems. Here we propose SLAT (Spatially-Linked Alignment Tool), a graph-based algorithm for efficient and effective alignment of spatial slices. Adopting a graph adversarial matching strategy, SLAT is the first algorithm capable of aligning heterogenous spatial data across distinct technologies and modalities. Systematic benchmarks demonstrate SLAT’s superior precision, robustness, and speed over existing state-of-the-arts. Applications to multiple real-world datasets further show SLAT’s utility in enhancing cell-typing resolution, integrating multiple modalities for regulatory inference, and mapping fine-scale spatial-temporal changes during development. The full SLAT package is available at 
https://github.com/gao-lab/SLAT
."
116,CamoTSS: analysis of alternative transcription start sites for cellular phenotypes and regulatory patterns from 5' scRNA-seq data,"Five-prime single-cell RNA-seq (scRNA-seq) has been widely employed to profile cellular transcriptomes, however, its power of analysing transcription start sites (TSS) has not been fully utilised. Here, we present a computational method suite, CamoTSS, to precisely identify TSS and quantify its expression by leveraging the cDNA on read 1, which enables effective detection of alternative TSS usage. With various experimental data sets, we have demonstrated that CamoTSS can accurately identify TSS and the detected alternative TSS usages showed strong specificity in different biological processes, including cell types across human organs, the development of human thymus, and cancer conditions. As evidenced in nasopharyngeal cancer, alternative TSS usage can also reveal regulatory patterns including systematic TSS dysregulations."
117,trRosettaRNA: automated prediction of RNA 3D structure with transformer network,"RNA 3D structure prediction is a long-standing challenge. Inspired by the recent breakthrough in protein structure prediction, we developed trRosettaRNA, an automated deep learning-based approach to RNA 3D structure prediction. The trRosettaRNA pipeline comprises two major steps: 1D and 2D geometries prediction by a transformer network; and 3D structure folding by energy minimization. Benchmark tests suggest that trRosettaRNA outperforms traditional automated methods. In the blind tests of the 15
th
 Critical Assessment of Structure Prediction (CASP15) and the RNA-Puzzles experiments, the automated trRosettaRNA predictions for the natural RNAs are competitive with the top human predictions. trRosettaRNA also outperforms other deep learning-based methods in CASP15 when measured by the Z-score of the Root-Mean-Square Deviation. Nevertheless, it remains challenging to predict accurate structures for synthetic RNAs with an automated approach. We hope this work could be a good start toward solving the hard problem of RNA structure prediction with deep learning."
118,Automated temporalis muscle quantification and growth charts for children through adulthood,"Lean muscle mass (LMM) is an important aspect of human health. Temporalis muscle thickness is a promising LMM marker but has had limited utility due to its unknown normal growth trajectory and reference ranges and lack of standardized measurement. Here, we develop an automated deep learning pipeline to accurately measure temporalis muscle thickness (iTMT) from routine brain magnetic resonance imaging (MRI). We apply iTMT to 23,876 MRIs of healthy subjects, ages 4 through 35, and generate sex-specific iTMT normal growth charts with percentiles. We find that iTMT was associated with specific physiologic traits, including caloric intake, physical activity, sex hormone levels, and presence of malignancy. We validate iTMT across multiple demographic groups and in children with brain tumors and demonstrate feasibility for individualized longitudinal monitoring. The iTMT pipeline provides unprecedented insights into temporalis muscle growth during human development and enables the use of LMM tracking to inform clinical decision-making."
